UserTags,time,Tweets
Maes,2024-05-29T13:58:00.000Z,"Dans le pays des droits de l'Homme, c'est devenu ""inadmissible"" de défendre l'opprimé ...  #PALESTINE"
The Intellectual,2024-05-29T07:44:31.000Z,"They were silent on October 7th ...massacare of Israelies

#BoycottBollywood #Gaza  #AlleyesonRafah #RafahOnFire 
#Palestine #AnushkaSharma"
Pediavenir,2024-05-29T12:47:58.000Z," ALERTE INFO – Après avoir subi une vague de harcèlement pour avoir soutenu la #Palestine, le Joueur du #Grenier a décidé de casser la gueule des sionistes dans la rue."
Luc Auffret,2024-05-29T17:46:17.000Z,"Manifestation pour la troisième soirée consécutive à Paris sur la Place Saint-Augustin pour soutenir la Palestine.

#Palestine #Rafah #Israel"
Mrgunsngear,2024-05-28T20:47:06.000Z,"Who could have predicted this wouldn't end well...

""US forced to halt Gaza aid deliveries after Biden admin’s $320 million ‘floating pier’ starts to sink""

'news' story on the pier sinking/coming apart: https://mrgunsngear.org/4dYZaxx

#gaza #pier #israel #palestine #army #navy"
Kim Jong Un ᵖᵃʳᵒᵈⁱᵉ,2024-05-29T07:32:02.000Z,"Au Portugal, un Maghrébin menaçait des passants avec un couteau. Les commerçants sont sortis le défoncer à coup de manche de pioche.

Source : http://t.me/Jeunistan02

#KohLanta l #Guiraud l #Palestine l #LFILAHONTE l #AppelATémoins 

 Telegram : http://t.me/KimJongUnique"
Henshi,2024-05-22T11:45:19.000Z,"Please watch

“On Saturday we will murder the Jews.
On Sunday we will murder the Christians”

This is who you support. #Palestine #Hamas #intifada"
Raysa Narae,2024-05-25T23:47:29.000Z,"All eyes on Rafah.
Neve stop talking about Palestine. 

#Palestine #Gaza #Palestina 
#GazaHoloucast #Gazagenocide #Gaza_in_Genocide #FreePalestine #PalestineNotAlone #Rafah #GazaCeasefire"
Hubert,2024-05-29T05:05:19.000Z,"Ces gens-là sont des imposteurs. 
Non seulement, ils utilisent la #Palestine et #Gaza à des fins, purement cyniques, électorales, mais en plus ils dansent. J'ignorais que la dénonciation d'un génocide pouvait donner envie de danser. 

#LFILAHONTE"
emma,2024-05-27T14:44:54.000Z,#PALESTINE #RAFAH
BEN ALI Brahim Militant,2024-05-29T19:10:36.000Z,"J-2 : nous sommes enfin arrivés à Lens après 25 km de marche.
Il nous reste 200 km pour arriver à Paris dans J-8.
Merci à tous ceux qui nous soutiennent.
La #Palestine  ne restera pas invisible et nous serons là pour dénoncer ce génocide.

#marchedelespoir"
࿗Tinda Singh,2024-05-28T14:04:57.000Z,"OLLAH is doing it in Palestine…Ya Israel  All Eyes on Rafah

#Rafah #Palestine #Israel #AllEyesOnRafah #HamasTerrorist"
